StockCode,Description,revenue,units_sold,orders,revenue_share
21619,4 VANILLA BOTANICAL CANDLES,2.46,1,1,1.1402327270617043e-05
23495,SET OF 3 PANTRY WOODEN SPOONS,2.46,1,1,1.1402327270617043e-05
23565,EGG CUP MILKMAID HELGA ,2.46,1,1,1.1402327270617043e-05
22479,DAISY GARDEN MARKER,2.46,1,1,1.1402327270617043e-05
85130D,BEADED CRYSTAL HEART PINK LARGE,2.37,3,1,1.0985168955838372e-05
84531B,BLUE KNITTED EGG COSY,2.34,6,1,1.084611618424548e-05
85160B,BLACK BIRD GARDEN DESIGN MUG,2.34,6,1,1.084611618424548e-05
84531A,PINK KNITTED EGG COSY,2.34,6,1,1.084611618424548e-05
21395,BLUE POLKADOT BEAKER ,2.34,6,1,1.084611618424548e-05
37479P,CUBIC MUG FLOCK PINK ON BROWN,2.34,6,1,1.084611618424548e-05
23416,CHAMBRE HOOK,2.34,6,1,1.084611618424548e-05
84927A,WAKE UP COCKEREL TILE HOOK,2.1,1,1,9.733694011502355e-06
21865,PINK UNION JACK  PASSPORT COVER ,2.1,1,1,9.733694011502355e-06
22902,TOTE BAG I LOVE LONDON,2.1,1,1,9.733694011502355e-06
23392,SPACEBOY ROCKET LOLLY MAKERS,2.08,1,1,9.64099216377376e-06
23339,EGG FRYING PAN BLUE ,2.08,1,1,9.64099216377376e-06
35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,2.0300000000000002,3,2,9.409237544452276e-06
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,1.9500000000000002,3,1,9.038430153537902e-06
85194S,HANGING SPRING FLOWER EGG SMALL,1.9500000000000002,3,1,9.038430153537902e-06
23366,SET 12 COLOURING PENCILS DOILY,1.9500000000000002,3,1,9.038430153537902e-06
85030,FRENCH CHATEAU OVAL PLATTER,1.95,1,1,9.0384301535379e-06
23360,SET 8 CANDLES VINTAGE DOILEY,1.95,1,1,9.0384301535379e-06
84576,BLUE CAT BISCUIT BARREL PINK HEART,1.95,1,1,9.0384301535379e-06
22886,NUMBER TILE VINTAGE FONT 7,1.95,1,1,9.0384301535379e-06
22875,NUMBER TILE COTTAGE GARDEN 7,1.95,1,1,9.0384301535379e-06
84859C,PINK DISCO HANDBAG,1.95,1,1,9.0384301535379e-06
85159A,"BLACK TEA,COFFEE,SUGAR JARS",1.95,1,1,9.0384301535379e-06
85061W,WHITE JEWELLED HEART DECORATION,1.7,2,1,7.879657056930478e-06
22948,METAL DECORATION NAUGHTY CHILDREN ,1.7,2,1,7.879657056930478e-06
22345,PARTY PIZZA DISH BLUE POLKADOT,1.7,2,1,7.879657056930478e-06
22437,SET OF 9 BLACK SKULL BALLOONS,1.7,2,2,7.879657056930478e-06
84849D,HOT BATHS SOAP HOLDER,1.69,1,1,7.83330613306618e-06
22537,MAGIC DRAWING SLATE DINOSAUR,1.68,4,2,7.786955209201883e-06
22533,MAGIC DRAWING SLATE BAKE A CAKE ,1.68,4,2,7.786955209201883e-06
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,1.68,4,1,7.786955209201883e-06
22999,TRAVEL CARD WALLET RETRO PETALS,1.68,4,2,7.786955209201883e-06
20733,GOLD MINI TAPE MEASURE ,1.68,2,2,7.786955209201883e-06
84569D,PACK 6 HEART/ICE-CREAM PATCHES,1.66,2,1,7.694253361473289e-06
90214L,"LETTER ""L"" BLING KEY RING",1.66,2,1,7.694253361473289e-06
21207,SKULL AND CROSSBONES  GARLAND ,1.65,1,1,7.647902437608992e-06
22233,JIGSAW RABBIT AND BIRDHOUSE,1.65,1,1,7.647902437608992e-06
85214,TUB 24 PINK FLOWER PEGS,1.65,1,1,7.647902437608992e-06
22610,PENS ASSORTED FUNNY FACE,1.63,1,1,7.555200589880398e-06
85231g,ORANGE SCENTED SET/9 T-LIGHTS,1.63,1,1,7.555200589880398e-06
22249,DECORATION WHITE CHICK MAGIC GARDEN,1.63,1,1,7.555200589880398e-06
21944,KITTENS DESIGN FLANNEL,1.63,1,1,7.555200589880398e-06
20615,BLUE POLKADOT PASSPORT COVER,1.63,1,1,7.555200589880398e-06
47369A,PINK GREEN EMBROIDERY COSMETIC BAG,1.63,1,1,7.555200589880398e-06
84874B,BLUE TRAVEL FIRST AID KIT,1.63,1,1,7.555200589880398e-06
23123,COCKTAIL SWORDS 50 PIECES,1.63,1,1,7.555200589880398e-06
22264,FELT FARM ANIMAL WHITE BUNNY ,1.62,2,1,7.5088496660161025e-06
22161,HEART DECORATION RUSTIC HANGING ,1.58,2,1,7.323445970558914e-06
21392,RED POLKADOT PUDDING BOWL,1.56,4,1,7.230744122830321e-06
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,1.56,4,1,7.230744122830321e-06
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,1.45,1,1,6.720883960323054e-06
21802,CHRISTMAS TREE HEART DECORATION,1.26,3,1,5.8402164069014125e-06
35916A,YELLOW FELT HANGING HEART W FLOWER,1.26,2,1,5.8402164069014125e-06
47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,1.26,3,1,5.8402164069014125e-06
51020A,SUMMER FUN DESIGN SHOWER CAP,1.25,1,1,5.793865483037115e-06
21065,BOOM BOX SPEAKER GIRLS,1.25,1,1,5.793865483037115e-06
72127,COLUMBIAN CANDLE ROUND ,1.25,1,1,5.793865483037115e-06
21069,VINTAGE BILLBOARD TEA MUG,1.25,1,1,5.793865483037115e-06
22405,MONEY BOX POCKET MONEY DESIGN,1.25,1,1,5.793865483037115e-06
72801G,4 BURGUNDY WINE DINNER CANDLES,1.25,1,1,5.793865483037115e-06
21221,SET/4 BADGES CUTE CREATURES,1.25,1,1,5.793865483037115e-06
20941,FROG CANDLE,1.25,1,1,5.793865483037115e-06
21828,EIGHT PIECE SNAKE  SET,1.25,1,1,5.793865483037115e-06
22954,HEN PARTY CORDON BARRIER TAPE,1.25,1,1,5.793865483037115e-06
20832,RED FLOCK LOVE HEART PHOTO FRAME,0.85,1,1,3.939828528465239e-06
84826,ASSTD DESIGN 3D PAPER STICKERS,0.85,1,1,3.939828528465239e-06
22523,CHILDS GARDEN FORK PINK,0.85,1,1,3.939828528465239e-06
22521,CHILDS GARDEN TROWEL PINK,0.85,1,1,3.939828528465239e-06
20653,CHERRY BLOSSOM LUGGAGE TAG,0.85,1,1,3.939828528465239e-06
84006,MAGIC TREE -PAPER FLOWERS,0.85,1,1,3.939828528465239e-06
21946,PARTY TIME DESIGN FLANNEL,0.85,1,1,3.939828528465239e-06
16235,RECYCLED PENCIL WITH RABBIT ERASER,0.84,2,1,3.893477604600942e-06
16011,ANIMAL STICKERS,0.84,4,1,3.893477604600942e-06
35095B,RED VICTORIAN FABRIC OVAL BOX,0.83,1,1,3.8471266807366444e-06
84596L,BISCUITS SMALL BOWL LIGHT BLUE,0.83,1,1,3.8471266807366444e-06
90214P,"LETTER ""P"" BLING KEY RING",0.83,1,1,3.8471266807366444e-06
90214G,"LETTER ""G"" BLING KEY RING",0.83,1,1,3.8471266807366444e-06
21224,SET/4 SKULL BADGES,0.83,1,1,3.8471266807366444e-06
90214S,"LETTER ""S"" BLING KEY RING",0.83,1,1,3.8471266807366444e-06
85094,CANDY SPOT EGG WARMER RABBIT,0.83,1,1,3.8471266807366444e-06
21220,SET/4 BADGES DOGS,0.83,1,1,3.8471266807366444e-06
23002,TRAVEL CARD WALLET SKULLS,0.83,1,1,3.8471266807366444e-06
84251C,"GREETING CARD, TWO SISTERS.",0.83,1,1,3.8471266807366444e-06
84251B,"GREETING CARD, STICKY GORDON",0.83,1,1,3.8471266807366444e-06
20996,JAZZ HEARTS ADDRESS BOOK,0.83,1,1,3.8471266807366444e-06
85202,HANGING WOOD AND FELT HEART,0.79,1,1,3.661722985279457e-06
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,0.78,2,1,3.6153720614151604e-06
22391,PAPERWEIGHT HOME SWEET HOME,0.78,2,1,3.6153720614151604e-06
21902,"KEY FOB , FRONT  DOOR ",0.65,1,1,3.0128100511793003e-06
35916B,BLUE FELT HANGING HEART WITH FLOWER,0.63,1,1,2.9201082034507062e-06
22266,EASTER DECORATION HANGING BUNNY,0.5700000000000001,3,1,2.642002660264925e-06
21401,BLUE PUDDING SPOON,0.48,4,1,2.2248443454862525e-06
23499,SET 12 VINTAGE DOILY CHALK ,0.42,1,1,1.946738802300471e-06
21402,RED  EGG  SPOON,0.42,1,1,1.946738802300471e-06
22959,WRAP CHRISTMAS VILLAGE,0.42,1,1,1.946738802300471e-06
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,0.42,1,1,1.946738802300471e-06
23003,TRAVEL CARD WALLET VINTAGE ROSE ,0.42,1,1,1.946738802300471e-06
37413,ICON MUG REVOLUTIONARY,0.39,1,1,1.8076860307075802e-06
84926A,WAKE UP COCKEREL TILE COASTER,0.29,1,1,1.3441767920646107e-06
20984,12 PENCILS TALL TUBE POSY,0.29,1,1,1.3441767920646107e-06
51020B,STRIPY DESIGN SHOWER CAP,0.29,1,1,1.3441767920646107e-06
16238,PARTY TIME PENCIL ERASERS,0.21,1,1,9.733694011502354e-07
